accD	atpA	atpB	atpE	atpF	atpH	atpI	ccsA	cemA	chlI	clpP	infA	petA	petB	petD	petG	petL	psaA	psaB	psaC	psaI	psaJ	psaM	psbA	psbB	psbC	psbD	psbE	psbF	psbH	psbI	psbJ	psbK	psbL	psbM	psbN	psbT	psbZ	rbcL	rpl12	rpl14	rpl16	rpl19	rpl2	rpl20	rpl23	rpl32	rpl36	rpl5	rpoA	rpoB	rpoC1	rpoC2	rps11	rps12	rps14	rps18	rps19	rps2	rps3	rps4	rps7	rps8	rps9	tufA	ycf1	ycf12	ycf20	ycf3	ycf4	cp_mt_ML	atp1	atp4	atp6	atp8	atp9	cob	cox1	cox2	cox3	nad1	nad2	nad3	nad4	nad4L	nad5	nad6	nad7	rpl14 	rpl16 	rpl5 	rps10	rps11 	rps12 	rps13	rps14 	rps19 	rps2 	rps3 	rps4 
rps11	26	32	28	22	28	40	22	26	26	16	30	34	20	32	32	46	26	20	24	38	52	38	36	32	24	30	28	42	48	36	46	50	52	54	52	48	48	46	28	28	32	28	22	26	40	26	28	38	24	20	22	20	20	0	26	26	40	38	24	32	24	28	26	36	28	22	56	28	26	30	22	8	16	18	14	18	14	20	14	20	14	16	20	16	26	14	14	16	22	16	14	6	18	12	16	14	18	10	8	14
rps12	18	20	20	28	20	38	26	20	22	16	20	28	22	16	22	42	26	14	12	24	42	38	32	36	20	16	24	30	44	28	36	50	42	48	44	38	42	34	16	22	26	18	16	18	30	24	32	28	28	14	16	14	10	26	0	30	32	28	16	22	20	26	26	22	16	12	46	24	18	16	12	4	8	12	10	22	10	14	12	14	10	12	18	8	20	14	16	12	18	12	10	2	16	6	14	8	12	8	8	14
rps14	26	34	28	28	26	40	24	30	30	22	32	38	24	34	32	48	30	22	26	34	52	38	36	32	18	28	30	42	48	40	44	48	56	54	52	44	48	42	32	38	32	34	28	34	36	36	38	38	28	30	28	26	16	26	30	0	34	36	32	28	28	32	28	34	28	28	56	28	30	28	26	16	18	22	20	20	16	18	20	24	22	24	16	16	28	22	18	24	28	22	22	12	22	20	22	16	18	16	10	18
rps18	34	38	38	38	26	42	40	40	40	34	40	40	30	40	30	48	34	32	32	44	56	46	40	34	34	34	32	50	50	46	42	54	54	52	54	44	48	42	34	34	36	38	34	42	32	30	40	40	34	36	32	34	22	40	32	34	0	36	36	42	40	44	42	36	34	36	60	36	36	36	36	26	26	28	26	30	26	22	28	32	28	30	24	24	32	32	32	30	32	30	28	22	30	30	30	24	26	26	16	26
rps19	28	36	36	36	34	40	32	34	40	38	36	34	34	38	36	50	28	32	30	44	54	46	36	44	32	32	28	46	50	40	48	54	50	54	54	46	48	46	28	36	40	32	30	32	38	30	32	32	34	36	32	28	22	38	28	36	36	0	28	36	38	40	38	36	30	32	58	36	34	36	34	24	24	24	22	28	24	14	24	30	22	26	32	24	30	28	28	24	20	26	24	12	30	28	26	20	26	16	10	26
rps2	24	24	24	26	26	38	30	30	28	24	28	28	22	30	28	50	28	18	16	34	52	44	34	40	22	16	24	46	50	32	44	54	44	54	54	46	46	42	16	24	32	24	20	22	34	28	26	32	28	18	18	16	12	24	16	32	36	28	0	28	32	24	30	30	20	20	52	28	20	32	14	8	12	12	10	24	12	12	12	16	14	8	22	6	24	14	14	12	18	12	10	4	18	14	14	8	8	6	4	12
rps3	24	26	22	32	30	36	26	28	22	26	28	42	28	30	38	50	28	18	16	34	56	44	36	40	20	26	30	36	50	28	50	54	48	56	54	46	46	48	30	34	34	30	28	22	34	34	36	34	32	20	24	18	10	32	22	28	42	36	28	0	34	32	34	30	22	18	54	28	22	24	22	14	12	14	12	24	16	16	18	22	20	18	24	14	28	18	20	18	24	16	16	6	24	20	18	10	16	10	8	18
rps4	24	34	30	36	28	38	28	30	30	22	30	36	28	32	34	48	28	22	24	38	52	42	34	38	22	26	26	38	48	40	46	50	58	56	50	50	48	44	32	30	38	32	26	32	40	30	36	42	30	24	24	24	20	24	20	28	40	38	32	34	0	34	26	28	24	24	56	30	30	28	24	12	18	20	18	26	14	20	16	24	14	18	26	20	24	18	20	18	20	16	16	10	20	14	20	14	20	16	12	18
rps7	32	30	34	34	32	36	28	32	26	24	30	36	22	34	32	48	26	26	28	28	54	46	40	32	32	30	32	42	50	32	46	52	52	54	52	42	48	48	30	28	32	34	30	32	44	30	30	32	30	22	26	26	22	28	26	32	44	40	24	32	34	0	24	34	30	24	54	26	24	32	26	16	14	22	20	24	20	20	20	20	18	18	24	20	32	18	16	18	24	20	16	6	22	18	20	14	18	14	10	16
rps8	30	32	36	28	34	40	24	28	24	18	22	32	20	34	32	50	26	26	30	32	50	42	40	32	26	30	28	44	48	36	44	48	52	54	50	46	48	50	32	26	34	36	28	34	44	28	32	28	22	26	26	22	20	26	26	28	42	38	30	34	26	24	0	32	28	28	54	20	24	30	26	18	16	24	22	20	18	24	20	24	22	24	22	24	28	22	18	24	28	20	22	10	26	18	22	18	24	18	14	18
rps9	24	32	28	32	28	36	36	38	34	22	38	38	30	34	30	52	30	24	22	36	54	48	40	44	28	24	32	46	50	42	48	54	54	56	54	48	48	48	30	30	38	32	28	32	32	34	36	36	36	28	24	26	14	36	22	34	36	36	30	30	28	34	32	0	28	26	56	20	32	30	28	20	20	22	18	28	20	18	18	26	22	24	20	22	30	26	24	24	28	22	22	10	30	26	26	16	22	18	12	22
tufA	16	24	18	30	22	38	26	24	24	18	24	36	24	26	28	50	28	14	14	34	56	44	36	38	16	20	20	42	50	30	48	50	50	54	52	48	46	44	14	26	36	22	18	30	34	28	36	32	30	20	20	18	14	28	16	28	34	30	20	22	24	30	28	28	0	18	54	26	22	28	18	12	12	14	12	22	16	16	16	22	18	16	24	10	26	18	20	16	22	16	14	8	22	16	18	10	16	12	10	16
ycf1	20	16	22	24	20	40	18	22	20	14	24	34	18	20	28	46	28	6	12	28	52	40	38	36	16	18	20	32	48	30	42	54	48	54	50	44	46	42	20	26	28	26	20	20	34	26	34	34	30	8	12	10	6	22	12	28	36	32	20	18	24	24	28	26	18	0	54	22	20	18	12	6	10	16	12	24	14	12	16	20	12	14	18	10	24	16	18	14	20	16	12	4	20	12	18	8	14	10	10	16
ycf12	56	56	52	56	52	52	52	54	50	52	54	58	46	54	56	56	44	54	54	54	60	50	44	56	54	46	56	58	58	54	62	62	58	62	56	60	46	58	54	54	54	54	54	54	52	52	42	54	46	54	52	50	42	56	46	56	60	58	52	54	56	54	54	56	54	54	0	44	52	52	54	28	26	28	28	34	28	24	30	30	32	28	32	26	30	28	26	28	28	28	24	16	28	28	28	24	26	22	12	14
ycf20	22	26	28	30	24	38	26	28	26	14	28	34	18	28	26	40	28	20	24	28	44	38	42	30	28	24	30	42	44	34	42	46	46	48	46	36	48	46	30	22	30	32	26	32	34	24	36	32	24	22	22	22	20	28	24	28	36	36	28	28	30	26	20	20	26	22	44	0	26	22	22	18	18	20	18	18	22	20	16	20	22	20	18	22	28	18	10	20	26	16	20	8	20	20	18	14	20	12	8	14
ycf3	26	20	26	30	26	34	28	26	18	24	24	34	18	30	32	46	24	18	18	30	52	40	36	36	22	22	22	40	46	30	42	50	42	52	48	46	42	44	24	26	30	24	20	24	32	30	28	28	22	20	20	16	12	26	18	30	36	34	20	22	30	24	24	32	22	20	52	26	0	28	18	12	6	10	8	22	12	14	14	16	16	12	22	12	24	14	16	10	16	12	6	2	18	16	14	8	12	10	8	8
ycf4	24	28	28	30	24	42	26	18	18	22	22	40	14	20	28	44	24	18	24	28	48	36	36	36	22	26	28	30	46	30	42	50	50	50	46	44	42	44	30	26	26	32	28	28	34	22	32	32	24	24	26	20	14	30	16	28	36	36	32	24	28	32	30	30	28	18	52	22	28	0	20	8	16	16	14	20	18	14	12	10	16	16	14	16	24	12	18	16	22	14	14	4	14	10	12	12	18	8	8	8
cp_mt_ML	20	16	20	24	26	38	24	22	20	14	22	34	16	22	28	48	26	8	12	28	50	40	34	36	12	18	20	38	48	34	40	52	48	54	50	46	46	42	22	24	28	26	20	24	34	28	30	32	22	10	16	10	8	22	12	26	36	34	14	22	24	26	26	28	18	12	54	22	18	20	0	22	28	22	28	44	28	20	22	30	30	26	42	24	38	26	34	34	36	26	28	16	36	26	38	28	32	20	18	24
atp1	14	12	10	16	12	26	14	10	10	8	14	22	6	10	18	30	14	6	8	18	34	28	26	22	6	10	12	22	34	20	24	34	26	36	32	28	30	24	14	14	18	16	10	14	22	10	20	22	12	6	6	10	10	8	4	16	26	24	8	14	12	16	18	20	12	6	28	18	12	8	22	0	26	30	20	34	28	32	28	30	22	30	36	22	36	26	28	34	32	26	26	18	32	18	40	22	30	20	22	30
atp4	16	12	10	18	16	24	18	14	8	14	14	22	12	14	20	28	16	10	10	14	32	28	26	22	10	14	16	24	32	20	24	32	22	34	28	28	28	24	16	18	18	16	12	14	20	18	16	20	12	10	8	10	6	16	8	18	26	24	12	12	18	14	16	20	12	10	26	18	6	16	28	26	0	32	26	42	34	36	34	36	26	32	40	32	38	30	36	32	34	36	26	20	38	26	40	28	30	30	24	36
atp6	16	18	14	24	18	24	20	20	18	18	18	28	16	22	26	34	16	14	10	22	40	32	24	28	16	16	18	32	34	22	30	34	24	36	34	28	30	24	18	22	24	18	14	14	24	18	20	20	18	12	14	14	10	18	12	22	28	24	12	14	20	22	24	22	14	16	28	20	10	16	22	30	32	0	18	36	24	28	22	30	32	16	44	24	34	20	28	20	24	20	16	20	28	28	30	24	24	12	10	16
atp8	14	16	12	20	14	24	18	16	18	16	18	24	14	16	22	30	14	12	8	20	36	30	24	26	14	14	16	26	32	20	30	34	24	34	28	26	28	24	16	18	22	14	10	14	22	16	12	20	18	10	10	10	10	14	10	20	26	22	10	12	18	20	22	18	12	12	28	18	8	14	28	20	26	18	0	32	32	32	22	28	26	24	34	22	34	22	32	20	22	24	12	20	28	24	36	22	28	14	12	28
atp9	18	26	22	24	22	28	18	22	18	18	22	28	18	24	24	32	20	22	24	26	38	32	30	22	22	20	26	34	36	28	30	32	28	36	36	28	32	28	28	24	24	28	22	28	34	16	24	24	12	22	20	22	18	18	22	20	30	28	24	24	26	24	20	28	22	24	34	18	22	20	44	34	42	36	32	0	42	42	34	44	40	36	44	34	46	38	40	44	38	36	32	36	34	40	42	32	34	36	28	38
cob	16	16	14	22	20	22	18	20	16	14	18	22	14	18	24	34	18	12	10	22	36	32	24	28	10	12	16	26	34	24	24	34	26	36	30	28	32	24	18	22	24	20	16	14	20	18	22	24	18	12	8	14	8	14	10	16	26	24	12	16	14	20	18	20	16	14	28	22	12	18	28	28	34	24	32	42	0	36	32	36	30	30	44	26	38	34	34	34	36	28	32	24	36	32	38	30	34	28	24	32
cox1	18	14	14	20	14	24	22	18	20	16	22	22	14	14	20	28	20	12	14	22	30	26	24	28	12	12	10	20	30	20	26	30	24	30	28	22	24	22	16	16	22	20	14	20	18	12	14	22	20	16	12	16	12	20	14	18	22	14	12	16	20	20	24	18	16	12	24	20	14	14	20	32	36	28	32	42	36	0	28	34	36	30	46	30	38	32	38	32	28	32	30	22	38	40	42	28	32	20	18	32
cox2	14	20	16	20	18	28	16	16	18	14	20	26	10	16	22	34	14	14	14	24	38	32	26	26	14	14	18	30	36	24	30	34	28	36	34	28	32	28	20	12	24	18	12	20	28	10	18	24	14	12	14	12	16	14	12	20	28	24	12	18	16	20	20	18	16	16	30	16	14	12	22	28	34	22	22	34	32	28	0	28	32	18	36	28	40	20	32	26	26	20	22	22	28	32	28	26	26	18	14	22
cox3	22	22	20	22	24	30	22	16	12	18	18	30	12	18	18	34	14	18	18	20	36	26	26	28	18	16	24	32	36	22	28	36	32	36	34	30	30	24	22	18	20	22	20	18	28	14	18	24	14	14	20	18	16	20	14	24	32	30	16	22	24	20	24	26	22	20	30	20	16	10	30	30	36	30	28	44	36	34	28	0	30	32	38	30	42	24	32	32	34	28	32	18	34	22	30	28	32	22	18	24
nad1	20	14	16	24	18	26	18	18	16	14	20	24	12	16	24	30	18	14	14	22	36	32	28	26	14	14	12	24	34	24	24	36	28	36	32	28	32	24	20	20	24	22	14	16	28	14	20	24	16	12	10	16	12	14	10	22	28	22	14	20	14	18	22	22	18	12	32	22	16	16	30	22	26	32	26	40	30	36	32	30	0	30	38	28	32	28	32	26	24	34	26	18	40	24	42	26	26	28	22	34
nad2	18	20	16	24	16	28	20	20	18	18	20	28	16	22	26	32	16	16	14	22	40	32	26	26	18	14	20	30	36	20	30	36	26	36	34	28	30	24	20	20	24	18	14	16	28	16	20	22	18	12	12	14	14	16	12	24	30	26	8	18	18	18	24	24	16	14	28	20	12	16	26	30	32	16	24	36	30	30	18	32	30	0	44	26	40	14	34	18	22	20	18	14	26	30	28	24	24	10	10	18
nad3	22	22	22	22	18	30	16	20	18	14	24	30	10	14	18	32	20	16	20	24	36	32	30	22	18	16	22	26	36	26	28	36	36	38	32	30	34	30	24	18	20	28	20	26	26	16	26	30	14	18	18	18	14	20	18	16	24	32	22	24	26	24	22	20	24	18	32	18	22	14	42	36	40	44	34	44	44	46	36	38	38	44	0	34	46	44	42	46	40	40	38	26	40	36	46	34	36	32	24	34
nad4	16	12	10	22	14	24	20	18	16	14	18	26	12	18	18	32	18	10	10	22	38	32	24	26	12	8	16	28	36	18	26	34	26	36	36	28	30	22	12	20	20	18	14	18	22	16	24	22	18	8	12	14	10	16	8	16	24	24	6	14	20	20	24	22	10	10	26	22	12	16	24	22	32	24	22	34	26	30	28	30	28	26	34	0	38	30	36	34	36	30	30	20	36	28	44	18	26	22	16	28
nad4L	28	26	26	28	24	32	24	28	26	26	28	30	22	28	34	36	26	24	22	30	40	32	30	34	24	22	24	32	36	32	32	38	32	40	34	32	32	28	30	30	30	28	20	24	28	26	26	30	24	20	20	20	18	26	20	28	32	30	24	28	24	32	28	30	26	24	30	28	24	24	38	36	38	34	34	46	38	38	40	42	32	40	46	38	0	38	36	36	32	32	24	26	44	34	48	36	30	24	14	30
nad5	18	22	16	20	18	30	18	16	14	16	16	28	14	20	22	32	14	16	16	22	38	30	26	24	18	16	22	30	36	22	30	34	28	36	34	28	30	24	22	20	22	20	16	18	30	14	20	22	16	14	14	16	16	14	14	22	32	28	14	18	18	18	22	26	18	16	28	18	14	12	26	26	30	20	22	38	34	32	20	24	28	14	44	30	38	0	26	20	26	20	18	10	26	20	28	22	28	10	8	14
nad6	18	22	18	22	22	28	18	20	18	12	20	26	18	18	22	30	14	16	16	22	34	30	26	22	18	18	24	28	34	22	26	32	30	34	28	28	30	24	22	20	22	22	18	18	30	14	14	24	16	18	18	18	16	14	16	18	32	28	14	20	20	16	18	24	20	18	26	10	16	18	34	28	36	28	32	40	34	38	32	32	32	34	42	36	36	26	0	30	34	26	26	18	30	26	36	32	26	20	12	24
nad7	18	18	16	24	16	28	20	20	18	18	20	28	16	22	26	32	16	16	14	22	40	32	26	26	18	16	18	30	36	22	30	36	26	36	34	28	30	24	20	20	24	18	12	16	28	16	20	22	18	12	12	14	14	16	12	24	30	24	12	18	18	18	24	24	16	14	28	20	10	16	34	34	32	20	20	44	34	32	26	32	26	18	46	34	36	20	30	0	20	24	18	18	32	32	26	26	24	18	14	22
rpl14 	24	22	22	28	22	30	22	26	24	24	26	28	22	26	32	34	22	22	20	28	40	32	28	32	22	20	18	22	36	28	32	36	28	36	32	30	30	26	26	26	30	24	18	22	30	20	20	26	24	18	16	20	18	22	18	28	32	20	18	24	20	24	28	28	22	20	28	26	16	22	36	32	34	24	22	38	36	28	26	34	24	22	40	36	32	26	34	20	0	28	18	18	30	30	32	28	26	16	12	32
rpl16 	16	20	14	20	18	28	18	18	16	16	18	28	14	20	24	34	14	14	14	22	38	30	26	26	16	16	20	32	36	22	30	34	26	36	34	28	30	26	20	16	22	18	12	18	28	14	20	22	16	12	14	12	14	16	12	22	30	26	12	16	16	20	20	22	16	16	28	16	12	14	26	26	36	20	24	36	28	32	20	28	34	20	40	30	32	20	26	24	28	0	24	24	24	28	28	24	28	12	8	22
rpl5 	16	18	14	22	14	26	16	18	16	16	18	26	14	18	24	30	16	14	12	18	38	30	26	24	16	14	18	22	34	20	28	34	24	34	30	26	30	24	18	18	22	16	12	16	26	14	20	20	16	10	10	12	14	14	10	22	28	24	10	16	16	16	22	22	14	12	24	20	6	14	28	26	26	16	12	32	32	30	22	32	26	18	38	30	24	18	26	18	18	24	0	14	20	28	28	20	20	14	10	24
rps10	12	4	6	14	8	14	8	8	4	4	8	20	6	8	10	24	6	6	4	12	26	18	18	14	8	6	8	10	28	14	18	26	20	28	22	22	24	16	10	12	10	10	8	4	14	8	14	10	6	2	4	4	4	6	2	12	22	12	4	6	10	6	10	10	8	4	16	8	2	4	16	18	20	20	20	36	24	22	22	18	18	14	26	20	26	10	18	18	18	24	14	0	18	18	22	22	20	16	14	14
rps11 	22	26	22	24	18	32	20	18	16	18	18	30	14	22	20	28	16	20	20	24	36	30	26	24	22	16	26	32	36	24	30	36	32	36	36	28	30	24	24	22	20	22	20	22	30	16	22	24	16	18	18	20	18	18	16	22	30	30	18	24	20	22	26	30	22	20	28	20	18	14	36	32	38	28	28	34	36	38	28	34	40	26	40	36	44	26	30	32	30	24	20	18	0	30	24	28	30	20	18	26
rps12 	20	18	16	18	18	30	16	12	8	8	10	24	10	14	14	30	14	12	14	18	32	26	26	24	14	10	20	24	34	20	24	36	30	36	32	28	30	22	16	20	18	20	16	14	26	14	22	22	14	12	12	16	14	12	6	20	30	28	14	20	14	18	18	26	16	12	28	20	16	10	26	18	26	28	24	40	32	40	32	22	24	30	36	28	34	20	26	32	30	28	28	18	30	0	30	24	30	20	16	26
rps13	18	22	16	20	20	30	20	12	14	18	12	26	14	18	18	30	10	16	16	20	30	28	24	26	18	16	22	30	34	20	28	34	28	34	26	26	28	22	20	18	20	18	16	16	28	14	12	20	16	14	16	16	16	16	14	22	30	26	14	18	20	20	22	26	18	18	28	18	14	12	38	40	40	30	36	42	38	42	28	30	42	28	46	44	48	28	36	26	32	28	28	22	24	30	0	32	34	26	22	26
rps14 	14	12	8	18	12	18	18	14	12	12	14	22	10	12	16	26	12	8	8	16	30	22	20	22	10	8	14	22	30	14	22	30	22	30	28	18	24	20	12	16	16	14	12	12	16	14	12	14	12	10	6	10	2	14	8	16	24	20	8	10	14	14	18	16	10	8	24	14	8	12	28	22	28	24	22	32	30	28	26	28	26	24	34	18	36	22	32	26	28	24	20	22	28	24	32	0	26	20	14	26
rps19 	18	18	14	22	14	24	22	20	18	18	20	28	16	18	20	28	16	14	12	20	34	30	24	24	16	12	20	28	34	18	24	34	26	34	28	26	28	18	18	20	18	18	14	14	22	18	14	22	18	14	12	14	10	18	12	18	26	26	8	16	20	18	24	22	16	14	26	20	12	18	32	30	30	24	28	34	34	32	26	32	26	24	36	26	30	28	26	24	26	28	20	20	30	30	34	26	0	22	12	26
rps2 	14	14	10	18	12	26	10	12	14	10	14	24	12	14	18	30	12	12	10	20	34	28	24	20	14	12	12	18	34	20	30	32	24	34	28	26	28	24	16	16	20	14	10	14	22	10	18	20	14	8	8	10	12	10	8	16	26	16	6	10	16	14	18	18	12	10	22	12	10	8	20	20	30	12	14	36	28	20	18	22	28	10	32	22	24	10	20	18	16	12	14	16	20	20	26	20	22	0	4	12
rps3 	10	12	8	12	10	18	10	10	14	10	12	16	12	10	12	20	6	10	8	14	22	20	10	16	10	10	10	10	22	12	20	20	16	22	16	14	16	14	10	10	14	8	8	10	14	8	6	12	14	8	8	8	10	8	8	10	16	10	4	8	12	10	14	12	10	10	12	8	8	8	18	22	24	10	12	28	24	18	14	18	22	10	24	16	14	8	12	14	12	8	10	14	18	16	22	14	12	4	0	12
rps4 	16	16	16	16	16	22	16	12	12	16	14	26	10	14	16	24	10	14	14	18	28	26	20	20	14	16	18	24	30	18	24	28	24	30	20	22	24	20	18	16	16	16	14	16	24	14	10	20	12	12	14	12	12	14	14	18	26	26	12	18	18	16	18	22	16	16	14	14	8	8	24	30	36	16	28	38	32	32	22	24	34	18	34	28	30	14	24	22	32	22	24	14	26	26	26	26	26	12	12	0
