# Sequences	02_cp_CDS_align/accD.aln.fa	02_cp_CDS_align/atpA.aln.fa	02_cp_CDS_align/atpB.aln.fa	02_cp_CDS_align/atpE.aln.fa	02_cp_CDS_align/atpF.aln.fa	02_cp_CDS_align/atpH.aln.fa	02_cp_CDS_align/atpI.aln.fa	02_cp_CDS_align/ccsA.aln.fa	02_cp_CDS_align/cemA.aln.fa	02_cp_CDS_align/chlI.aln.fa	02_cp_CDS_align/clpP.aln.fa	02_cp_CDS_align/infA.aln.fa	02_cp_CDS_align/petA.aln.fa	02_cp_CDS_align/petB.aln.fa	02_cp_CDS_align/petD.aln.fa	02_cp_CDS_align/petG.aln.fa	02_cp_CDS_align/petL.aln.fa	02_cp_CDS_align/psaA.aln.fa	02_cp_CDS_align/psaB.aln.fa	02_cp_CDS_align/psaC.aln.fa	02_cp_CDS_align/psaI.aln.fa	02_cp_CDS_align/psaJ.aln.fa	02_cp_CDS_align/psaM.aln.fa	02_cp_CDS_align/psbA.aln.fa	02_cp_CDS_align/psbB.aln.fa	02_cp_CDS_align/psbC.aln.fa	02_cp_CDS_align/psbD.aln.fa	02_cp_CDS_align/psbE.aln.fa	02_cp_CDS_align/psbF.aln.fa	02_cp_CDS_align/psbH.aln.fa	02_cp_CDS_align/psbI.aln.fa	02_cp_CDS_align/psbJ.aln.fa	02_cp_CDS_align/psbK.aln.fa	02_cp_CDS_align/psbL.aln.fa	02_cp_CDS_align/psbM.aln.fa	02_cp_CDS_align/psbN.aln.fa	02_cp_CDS_align/psbT.aln.fa	02_cp_CDS_align/psbZ.aln.fa	02_cp_CDS_align/rbcL.aln.fa	02_cp_CDS_align/rpl12.aln.fa	02_cp_CDS_align/rpl14.aln.fa	02_cp_CDS_align/rpl16.aln.fa	02_cp_CDS_align/rpl19.aln.fa	02_cp_CDS_align/rpl2.aln.fa	02_cp_CDS_align/rpl20.aln.fa	02_cp_CDS_align/rpl23.aln.fa	02_cp_CDS_align/rpl32.aln.fa	02_cp_CDS_align/rpl36.aln.fa	02_cp_CDS_align/rpl5.aln.fa	02_cp_CDS_align/rpoA.aln.fa	02_cp_CDS_align/rpoB.aln.fa	02_cp_CDS_align/rpoC1.aln.fa	02_cp_CDS_align/rpoC2.aln.fa	02_cp_CDS_align/rps11.aln.fa	02_cp_CDS_align/rps12.aln.fa	02_cp_CDS_align/rps14.aln.fa	02_cp_CDS_align/rps18.aln.fa	02_cp_CDS_align/rps19.aln.fa	02_cp_CDS_align/rps2.aln.fa	02_cp_CDS_align/rps3.aln.fa	02_cp_CDS_align/rps4.aln.fa	02_cp_CDS_align/rps7.aln.fa	02_cp_CDS_align/rps8.aln.fa	02_cp_CDS_align/rps9.aln.fa	02_cp_CDS_align/tufA.aln.fa	02_cp_CDS_align/ycf1.aln.fa	02_cp_CDS_align/ycf12.aln.fa	02_cp_CDS_align/ycf20.aln.fa	02_cp_CDS_align/ycf3.aln.fa	02_cp_CDS_align/ycf4.aln.fa	02_mt_CDS_align/atp1.aln.fa	02_mt_CDS_align/atp4.aln.fa	02_mt_CDS_align/atp6.aln.fa	02_mt_CDS_align/atp8.aln.fa	02_mt_CDS_align/atp9.aln.fa	02_mt_CDS_align/cob.aln.fa	02_mt_CDS_align/cox1.aln.fa	02_mt_CDS_align/cox2.aln.fa	02_mt_CDS_align/cox3.aln.fa	02_mt_CDS_align/nad1.aln.fa	02_mt_CDS_align/nad2.aln.fa	02_mt_CDS_align/nad3.aln.fa	02_mt_CDS_align/nad4.aln.fa	02_mt_CDS_align/nad4L.aln.fa	02_mt_CDS_align/nad5.aln.fa	02_mt_CDS_align/nad6.aln.fa	02_mt_CDS_align/nad7.aln.fa	02_mt_CDS_align/rpl14.aln.fa	02_mt_CDS_align/rpl16.aln.fa	02_mt_CDS_align/rpl5.aln.fa	02_mt_CDS_align/rps10.aln.fa	02_mt_CDS_align/rps11.aln.fa	02_mt_CDS_align/rps12.aln.fa	02_mt_CDS_align/rps13.aln.fa	02_mt_CDS_align/rps14.aln.fa	02_mt_CDS_align/rps19.aln.fa	02_mt_CDS_align/rps2.aln.fa	02_mt_CDS_align/rps3.aln.fa	02_mt_CDS_align/rps4.aln.fa
Uohno	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Umeri7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0
Uaust1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucomp1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
Urigi1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uaust4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uprol1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umeri6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
Ucomp2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucomp3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ucomp4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uaust3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urigi2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulaci1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucomp5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uinte	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ucali	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
